Molecule	gene	start	end	strand	direction
Mellicta athalia	lab	1	5	forward	1
Mellicta athalia	Abd-B	6	10	forward	1
Mellicta athalia	abd-A	11	15	forward	1
Mellicta athalia	Ubx	16	20	forward	1
Mellicta athalia	Antp	21	25	forward	1
Mellicta athalia	ftz	26	30	forward	1
Mellicta athalia	Scr	31	35	forward	1
Mellicta athalia	Dfd	36	40	forward	1
Mellicta athalia	zen	41	45	forward	1
Mellicta athalia	ShxC	46	50	forward	1
Mellicta athalia	ShxB	51	55	forward	1
Mellicta athalia	ShxA	56	60	forward	1
Mellicta athalia	Pb	61	65	forward	1
Mellicta athalia	Ro	66	70	forward	1
Vanessa cardui	lab	1	5	forward	1
Vanessa cardui	Abd-B	6	10	forward	1
Vanessa cardui	abd-A	11	15	forward	1
Vanessa cardui	Ubx	16	20	forward	1
Vanessa cardui	Antp	21	25	forward	1
Vanessa cardui	ftz	26	30	forward	1
Vanessa cardui	Scr	31	35	forward	1
Vanessa cardui	Dfd	36	40	forward	1
Vanessa cardui	zen	41	45	forward	1
Vanessa cardui	ShxD	46	50	forward	1
Vanessa cardui	ShxC	51	55	forward	1
Vanessa cardui	ShxB	56	60	forward	1
Vanessa cardui	ShxA	61	65	forward	1
Vanessa cardui	Pb	66	70	forward	1
Vanessa cardui	Ro	71	75	forward	1
Vanessa atalanta	lab	1	5	forward	1
Vanessa atalanta	Abd-B	6	10	forward	1
Vanessa atalanta	abd-A	11	15	forward	1
Vanessa atalanta	Ubx	16	20	forward	1
Vanessa atalanta	Antp	21	25	forward	1
Vanessa atalanta	ftz	26	30	forward	1
Vanessa atalanta	Scr	31	35	forward	1
Vanessa atalanta	Dfd	36	40	forward	1
Vanessa atalanta	zen	41	45	forward	1
Vanessa atalanta	ShxD	46	50	forward	1
Vanessa atalanta	ShxC	51	55	forward	1
Vanessa atalanta	ShxB	56	60	forward	1
Vanessa atalanta	ShxA	61	65	forward	1
Vanessa atalanta	Pb	66	70	forward	1
Vanessa atalanta	Ro	71	75	forward	1
Nymphalis polychloros	lab	1	5	forward	1
Nymphalis polychloros	Abd-B	6	10	forward	1
Nymphalis polychloros	abd-A	11	15	forward	1
Nymphalis polychloros	Ubx	16	20	forward	1
Nymphalis polychloros	Antp	21	25	forward	1
Nymphalis polychloros	ftz	26	30	forward	1
Nymphalis polychloros	Scr	31	35	forward	1
Nymphalis polychloros	Dfd	36	40	forward	1
Nymphalis polychloros	zen	41	45	forward	1
Nymphalis polychloros	ShxD	46	50	forward	1
Nymphalis polychloros	ShxC	51	55	forward	1
Nymphalis polychloros	ShxB	56	60	forward	1
Nymphalis polychloros	ShxA	61	65	forward	1
Nymphalis polychloros	Pb	66	70	forward	1
Nymphalis polychloros	Ro	71	75	forward	1
Nymphalis urticae	lab	1	5	forward	1
Nymphalis urticae	Abd-B	6	10	forward	1
Nymphalis urticae	abd-A	11	15	forward	1
Nymphalis urticae	Ubx	16	20	forward	1
Nymphalis urticae	Antp	21	25	forward	1
Nymphalis urticae	ftz	26	30	forward	1
Nymphalis urticae	Scr	31	35	forward	1
Nymphalis urticae	Dfd	36	40	forward	1
Nymphalis urticae	zen	41	45	forward	1
Nymphalis urticae	ShxD	46	50	forward	1
Nymphalis urticae	ShxC	51	55	forward	1
Nymphalis urticae	ShxB	56	60	forward	1
Nymphalis urticae	ShxA	61	65	forward	1
Nymphalis urticae	Pb	66	70	forward	1
Nymphalis urticae	Ro	71	75	forward	1
Inachis io	lab	1	5	forward	1
Inachis io	Abd-B	6	10	forward	1
Inachis io	abd-A	11	15	forward	1
Inachis io	Ubx	16	20	forward	1
Inachis io	Antp	21	25	forward	1
Inachis io	ftz	26	30	forward	1
Inachis io	Scr	31	35	forward	1
Inachis io	Dfd	36	40	forward	1
Inachis io	zen	41	45	forward	1
Inachis io	ShxD	46	50	forward	1
Inachis io	ShxC	51	55	forward	1
Inachis io	ShxB	56	60	forward	1
Inachis io	ShxA	61	65	forward	1
Inachis io	Pb	66	70	forward	1
Inachis io	Ro	71	75	forward	1
